"Polnoletni storilci zoper katere je bil kazenski postopek pri državnem tožilstvu konèan po kaznivem dejanju, spolu, starosti ob storitvi kaznivega dejanja in vrsti odloèbe, Slovenija, letno"

"KAZNIVO DEJANJE";"VRSTA ODLOÈBE";"Moški Starost - SKUPAJ 2013";"Moški Starost - SKUPAJ 2014";"Moški Starost - SKUPAJ 2015";"Moški Starost - SKUPAJ 2016";"Moški Starost - SKUPAJ 2017";"Moški Starost - SKUPAJ 2018";"Moški Starost - SKUPAJ 2019";"Moški Starost - SKUPAJ 2020";"Moški do 20 let 2013";"Moški do 20 let 2014";"Moški do 20 let 2015";"Moški do 20 let 2016";"Moški do 20 let 2017";"Moški do 20 let 2018";"Moški do 20 let 2019";"Moški do 20 let 2020";"Moški od 21 do 30 let 2013";"Moški od 21 do 30 let 2014";"Moški od 21 do 30 let 2015";"Moški od 21 do 30 let 2016";"Moški od 21 do 30 let 2017";"Moški od 21 do 30 let 2018";"Moški od 21 do 30 let 2019";"Moški od 21 do 30 let 2020";"Moški od 31 do 40 let 2013";"Moški od 31 do 40 let 2014";"Moški od 31 do 40 let 2015";"Moški od 31 do 40 let 2016";"Moški od 31 do 40 let 2017";"Moški od 31 do 40 let 2018";"Moški od 31 do 40 let 2019";"Moški od 31 do 40 let 2020";"Moški od 41 do 50 let 2013";"Moški od 41 do 50 let 2014";"Moški od 41 do 50 let 2015";"Moški od 41 do 50 let 2016";"Moški od 41 do 50 let 2017";"Moški od 41 do 50 let 2018";"Moški od 41 do 50 let 2019";"Moški od 41 do 50 let 2020";"Moški od 51 do 60 let 2013";"Moški od 51 do 60 let 2014";"Moški od 51 do 60 let 2015";"Moški od 51 do 60 let 2016";"Moški od 51 do 60 let 2017";"Moški od 51 do 60 let 2018";"Moški od 51 do 60 let 2019";"Moški od 51 do 60 let 2020";"Moški nad 60 let 2013";"Moški nad 60 let 2014";"Moški nad 60 let 2015";"Moški nad 60 let 2016";"Moški nad 60 let 2017";"Moški nad 60 let 2018";"Moški nad 60 let 2019";"Moški nad 60 let 2020";"Ženske Starost - SKUPAJ 2013";"Ženske Starost - SKUPAJ 2014";"Ženske Starost - SKUPAJ 2015";"Ženske Starost - SKUPAJ 2016";"Ženske Starost - SKUPAJ 2017";"Ženske Starost - SKUPAJ 2018";"Ženske Starost - SKUPAJ 2019";"Ženske Starost - SKUPAJ 2020";"Ženske do 20 let 2013";"Ženske do 20 let 2014";"Ženske do 20 let 2015";"Ženske do 20 let 2016";"Ženske do 20 let 2017";"Ženske do 20 let 2018";"Ženske do 20 let 2019";"Ženske do 20 let 2020";"Ženske od 21 do 30 let 2013";"Ženske od 21 do 30 let 2014";"Ženske od 21 do 30 let 2015";"Ženske od 21 do 30 let 2016";"Ženske od 21 do 30 let 2017";"Ženske od 21 do 30 let 2018";"Ženske od 21 do 30 let 2019";"Ženske od 21 do 30 let 2020";"Ženske od 31 do 40 let 2013";"Ženske od 31 do 40 let 2014";"Ženske od 31 do 40 let 2015";"Ženske od 31 do 40 let 2016";"Ženske od 31 do 40 let 2017";"Ženske od 31 do 40 let 2018";"Ženske od 31 do 40 let 2019";"Ženske od 31 do 40 let 2020";"Ženske od 41 do 50 let 2013";"Ženske od 41 do 50 let 2014";"Ženske od 41 do 50 let 2015";"Ženske od 41 do 50 let 2016";"Ženske od 41 do 50 let 2017";"Ženske od 41 do 50 let 2018";"Ženske od 41 do 50 let 2019";"Ženske od 41 do 50 let 2020";"Ženske od 51 do 60 let 2013";"Ženske od 51 do 60 let 2014";"Ženske od 51 do 60 let 2015";"Ženske od 51 do 60 let 2016";"Ženske od 51 do 60 let 2017";"Ženske od 51 do 60 let 2018";"Ženske od 51 do 60 let 2019";"Ženske od 51 do 60 let 2020";"Ženske nad 60 let 2013";"Ženske nad 60 let 2014";"Ženske nad 60 let 2015";"Ženske nad 60 let 2016";"Ženske nad 60 let 2017";"Ženske nad 60 let 2018";"Ženske nad 60 let 2019";"Ženske nad 60 let 2020"
"4.XV.122021 lahka telesna poškodba - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";249;234;240;241;245;166;206;224;28;25;28;20;20;8;14;14;66;73;69;73;59;48;40;51;55;53;51;56;53;40;57;66;40;33;42;35;35;26;34;36;33;23;32;27;34;24;27;31;27;27;18;30;44;20;34;26;40;36;33;40;41;36;41;54;5;2;3;7;1;6;7;2;4;12;8;6;11;10;8;8;12;3;11;9;10;5;11;18;5;5;2;8;5;7;6;15;7;9;5;3;6;7;5;3;7;5;4;7;8;1;4;8
"4.XV.122032 lahka telesna poškodba - od. 3 v zvezi z od. 2";"Odloèba tožilstva - SKUPAJ";-;-;2;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XV.122041 lahka telesna poškodba - od. 4 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.123 huda telesna poškodba";"Odloèba tožilstva - SKUPAJ";131;222;212;195;206;193;200;202;11;27;16;16;24;16;24;18;60;79;68;64;70;63;70;55;27;54;69;55;55;42;46;57;19;32;26;30;30;41;28;37;10;18;22;19;15;23;16;14;4;12;11;11;12;8;16;21;9;12;9;11;12;11;9;9;0;2;-;-;-;-;-;-;5;4;4;2;4;4;1;1;3;2;2;5;-;1;2;2;1;3;-;2;4;4;2;4;0;1;2;1;2;2;1;-;0;-;1;1;2;-;3;2
"4.XV.123010 huda telesna poškodba - od. 1";"Odloèba tožilstva - SKUPAJ";110;191;179;160;177;170;176;173;11;26;12;15;20;14;24;16;51;73;63;57;66;55;63;47;23;46;59;45;50;39;40;53;18;25;18;25;25;35;24;30;4;13;19;14;11;21;14;10;3;8;8;4;5;6;11;17;6;7;7;7;7;9;3;7;0;2;-;-;-;-;-;-;4;2;3;1;3;3;-;1;2;1;2;3;-;-;1;1;0;1;-;2;1;4;1;3;0;1;2;-;2;2;-;-;0;-;-;1;1;-;1;2
"4.XV.123021 huda telesna poškodba - od. 2 v zvezi z od 1";"Odloèba tožilstva - SKUPAJ";-;1;1;2;3;4;-;2;-;-;-;-;1;1;-;-;-;1;1;-;-;1;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XV.123031 huda telesna poškodba - od. 3 v zvezi z od 1";"Odloèba tožilstva - SKUPAJ";16;30;27;30;24;18;21;25;0;1;4;1;3;-;-;2;4;5;4;7;2;7;7;6;4;8;6;9;4;1;5;3;1;7;7;3;5;6;2;7;6;5;3;5;4;2;2;3;1;4;3;5;6;2;5;4;3;5;2;4;4;2;6;2;0;-;-;-;-;-;-;-;1;2;1;1;-;1;1;-;1;1;-;2;-;1;1;1;1;2;-;-;3;-;1;1;0;-;-;1;-;-;1;-;0;-;1;-;1;-;2;-
"4.XV.123041 huda telesna poškodba - od. 4 v zvezi z od 1";"Odloèba tožilstva - SKUPAJ";5;-;5;3;2;1;3;2;0;-;-;-;-;1;-;-;5;-;-;-;2;-;-;1;0;-;4;1;-;-;1;-;0;-;1;2;-;-;2;-;0;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.124 posebno huda telesna poškodba";"Odloèba tožilstva - SKUPAJ";7;12;18;8;11;10;9;14;0;-;4;-;3;1;-;-;3;2;5;1;2;-;3;3;2;5;7;3;1;4;3;5;0;3;2;3;2;3;-;2;1;2;-;1;2;2;2;4;1;-;-;-;1;-;1;-;0;1;-;8;3;2;1;-;0;-;-;2;-;-;-;-;0;-;-;2;-;-;-;-;0;-;-;2;2;2;-;-;0;1;-;-;1;-;1;-;0;-;-;1;-;-;-;-;0;-;-;1;-;-;-;-
"4.XV.124010 posebno huda telesna poškodba - od. 1";"Odloèba tožilstva - SKUPAJ";4;7;9;4;9;4;5;12;0;-;3;-;3;1;-;-;3;2;3;1;1;-;3;3;1;3;2;1;1;-;1;4;0;-;1;2;2;1;-;2;0;2;-;-;1;2;1;3;0;-;-;-;1;-;-;-;0;1;-;6;2;-;1;-;0;-;-;2;-;-;-;-;0;-;-;2;-;-;-;-;0;-;-;-;1;-;-;-;0;1;-;-;1;-;1;-;0;-;-;1;-;-;-;-;0;-;-;1;-;-;-;-
"4.XV.124021 posebno huda telesna poškodba - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";2;5;5;3;1;5;-;-;0;-;-;-;-;-;-;-;0;-;1;-;-;-;-;-;1;2;3;2;-;3;-;-;0;3;1;1;-;2;-;-;0;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;0;-;-;2;-;2;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;2;-;2;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.124031 posebno huda telesna poškodba - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";1;-;2;1;1;1;4;2;0;-;1;-;-;-;-;-;0;-;1;-;1;-;-;-;0;-;-;-;-;1;2;1;0;-;-;-;-;-;-;-;1;-;-;1;-;-;1;1;0;-;-;-;-;-;1;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;1;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.124041 posebno huda telesna poškodba - od. 4 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XV.126 sodelovanje pri pretepu";"Odloèba tožilstva - SKUPAJ";14;5;6;6;-;4;2;3;1;1;-;1;-;1;2;-;12;3;2;4;-;2;-;-;1;1;-;-;-;-;-;1;0;-;2;1;-;1;-;2;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.126000 sodelovanje pri pretepu";"Odloèba tožilstva - SKUPAJ";14;5;6;6;-;4;2;3;1;1;-;1;-;1;2;-;12;3;2;4;-;2;-;-;1;1;-;-;-;-;-;1;0;-;2;1;-;1;-;2;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;2;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.127 ogrožanje z nevarnim orodjem pri pretepu ali prepiru";"Odloèba tožilstva - SKUPAJ";51;40;40;38;32;36;22;25;1;2;-;5;3;-;-;-;11;10;6;11;9;8;2;3;13;7;12;8;2;7;8;2;6;5;2;7;5;3;4;9;10;8;8;2;5;7;3;2;10;8;12;5;8;11;5;9;8;10;10;6;11;10;3;7;0;-;-;-;-;-;-;-;0;-;2;2;-;2;-;1;2;4;2;2;2;2;-;2;3;2;4;2;2;1;1;1;2;3;-;-;2;-;1;2;1;1;2;-;5;5;1;1
"4.XV.127010 ogrožanje z nevarnim orodjem pri pretepu ali prepiru - od. 1";"Odloèba tožilstva - SKUPAJ";49;40;40;38;32;36;22;25;1;2;-;5;3;-;-;-;9;10;6;11;9;8;2;3;13;7;12;8;2;7;8;2;6;5;2;7;5;3;4;9;10;8;8;2;5;7;3;2;10;8;12;5;8;11;5;9;8;10;10;6;11;10;3;7;0;-;-;-;-;-;-;-;0;-;2;2;-;2;-;1;2;4;2;2;2;2;-;2;3;2;4;2;2;1;1;1;2;3;-;-;2;-;1;2;1;1;2;-;5;5;1;1
"4.XV.127020 ogrožanje z nevarnim orodjem pri pretepu ali prepiru - od. 2";"Odloèba tožilstva - SKUPAJ";2;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XV.128 povzroèitev nevarnosti";"Odloèba tožilstva - SKUPAJ";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XV.128000 povzroèitev nevarnosti";"Odloèba tožilstva - SKUPAJ";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XV.129 zapustitev slabotne osebe";"Odloèba tožilstva - SKUPAJ";3;1;1;2;4;4;2;2;0;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;1;-;-;-;1;1;1;1;-;1;2;-;-;1;2;-;-;-;1;4;-;-;0;-;-;-;1;-;1;-;1;-;1;5;2;4;3;5;0;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;1;2;-;-;-;1;1;-;-;-;2;1;1;2;0;-;-;1;-;2;1;1;0;-;-;1;-;1;1;1
"4.XV.129000 zapustitev slabotne osebe";"Odloèba tožilstva - SKUPAJ";3;1;1;2;4;4;2;2;0;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;1;-;-;-;1;1;1;1;-;1;2;-;-;1;2;-;-;-;1;4;-;-;0;-;-;-;1;-;1;-;1;-;1;5;2;4;3;5;0;-;-;-;-;-;-;-;0;-;-;1;-;-;-;-;0;-;1;2;-;-;-;1;1;-;-;-;2;1;1;2;0;-;-;1;-;2;1;1;0;-;-;1;-;1;1;1
"4.XV.130 opustitev pomoèi";"Odloèba tožilstva - SKUPAJ";1;1;4;1;5;2;3;3;0;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;0;-;-;-;2;2;-;1;0;-;2;-;-;-;1;1;0;1;-;1;1;-;-;1;0;-;1;-;1;-;2;-;0;-;1;-;1;1;2;2;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;1;-;1;0;-;1;-;-;-;2;-;0;-;-;-;1;-;-;1;0;-;-;-;-;-;-;-
"4.XV.130000 opustitev pomoèi";"Odloèba tožilstva - SKUPAJ";1;1;4;1;5;2;3;3;0;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;0;-;-;-;2;2;-;1;0;-;2;-;-;-;1;1;0;1;-;1;1;-;-;1;0;-;1;-;1;-;2;-;0;-;1;-;1;1;2;2;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;1;-;1;0;-;1;-;-;-;2;-;0;-;-;-;1;-;-;1;0;-;-;-;-;-;-;-
"4.XVI KAZNIVA DEJANJA ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE";"Odloèba tožilstva - SKUPAJ";956;492;550;558;2004;1866;1979;2207;40;21;33;40;73;55;75;66;178;104;100;104;342;313;323;352;260;132;162;147;584;480;538;582;228;119;116;107;450;425;459;562;158;74;80;98;321;333;341;356;92;42;59;62;234;260;243;289;196;156;160;143;298;325;320;389;10;6;3;3;14;18;12;11;31;24;19;21;43;56;42;53;49;43;44;48;78;81;88;121;53;36;41;34;69;69;84;96;29;26;31;20;56;58;55;55;24;21;22;17;38;43;39;53
"4.XVI.131 kršitev enakopravnosti";"Odloèba tožilstva - SKUPAJ";16;3;4;3;6;8;12;6;1;-;-;-;-;-;-;1;1;2;-;1;1;2;-;1;5;-;4;1;2;1;2;2;3;-;-;-;1;2;2;-;6;1;-;1;1;2;5;2;0;-;-;-;1;1;3;-;13;2;10;15;14;11;6;5;0;-;-;1;-;1;-;-;3;-;3;3;2;1;1;-;3;2;1;5;4;2;-;1;6;-;1;3;5;4;4;3;1;-;3;1;2;2;-;1;0;-;2;2;1;1;1;-
"4.XVI.131010 kršitev enakopravnosti - od. 1";"Odloèba tožilstva - SKUPAJ";11;2;3;1;2;5;12;4;0;-;-;-;-;-;-;-;1;1;-;1;1;2;-;1;4;-;3;-;1;-;2;1;2;-;-;-;-;1;2;-;4;1;-;-;-;1;5;2;0;-;-;-;-;1;3;-;8;1;8;8;9;10;4;3;0;-;-;-;-;1;-;-;3;-;3;-;2;1;-;-;3;1;1;2;3;1;-;-;1;-;-;3;2;4;3;2;1;-;3;1;1;2;-;1;0;-;1;2;1;1;1;-
"4.XVI.131020 kršitev enakopravnosti - od. 2";"Odloèba tožilstva - SKUPAJ";1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;0;1;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XVI.131031 kršitev enakopravnosti - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";4;-;1;2;4;3;-;2;0;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;1;-;1;1;1;1;-;1;1;-;-;-;1;1;-;-;2;-;-;1;1;1;-;-;0;-;-;-;1;-;-;-;5;1;2;7;5;1;2;2;0;-;-;1;-;-;-;-;0;-;-;3;-;-;1;-;0;1;-;3;1;1;-;1;5;-;1;-;3;-;1;1;0;-;-;-;1;-;-;-;0;-;1;-;-;-;-;-
"4.XVI.132 prisiljenje";"Odloèba tožilstva - SKUPAJ";10;8;5;14;7;7;5;8;0;-;-;1;-;3;-;-;3;2;-;3;-;1;-;1;3;-;1;4;3;1;4;2;1;2;2;2;2;1;-;2;1;4;1;1;1;-;1;2;2;-;1;3;1;1;-;1;5;3;-;-;3;2;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;3;1;-;-;3;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XVI.132010 prisiljenje - od. 1";"Odloèba tožilstva - SKUPAJ";10;8;5;14;7;7;5;8;0;-;-;1;-;3;-;-;3;2;-;3;-;1;-;1;3;-;1;4;3;1;4;2;1;2;2;2;2;1;-;2;1;4;1;1;1;-;1;2;2;-;1;3;1;1;-;1;5;3;-;-;3;2;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;1;-;-;2;2;-;-;-;1;-;-;3;1;-;-;3;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XVI.132a prisilna sklenitev zakonske zveze ali vzpostavitve podobne skupnosti";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XVI.132110 prisilna sklenitev zakonske zveze ali vzpostavitve podobne skupnosti - od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XVI.133 protipraven odvzem prostosti";"Odloèba tožilstva - SKUPAJ";35;24;35;12;23;19;18;21;2;-;4;-;3;1;-;-;8;10;7;1;10;3;1;5;9;5;11;4;5;6;4;6;7;3;9;5;5;6;8;7;6;3;1;2;-;1;3;1;3;3;3;-;-;2;2;2;11;6;5;6;6;11;14;4;0;-;-;-;-;4;-;-;0;1;1;-;1;-;-;-;4;4;-;1;1;3;4;1;4;1;2;2;2;1;4;2;2;-;2;2;2;3;4;-;1;-;-;1;-;-;2;1
"4.XVI.133010 protipraven odvzem prostosti - od. 1";"Odloèba tožilstva - SKUPAJ";27;20;27;10;17;12;11;15;2;-;2;-;-;-;-;-;6;9;6;1;10;3;1;4;7;2;10;2;4;3;2;4;4;3;6;5;3;3;4;4;6;3;1;2;-;1;3;1;2;3;2;-;-;2;1;2;8;5;4;6;6;9;7;3;0;-;-;-;-;4;-;-;0;1;1;-;1;-;-;-;3;3;-;1;1;2;2;1;3;1;2;2;2;1;2;1;1;-;1;2;2;2;2;-;1;-;-;1;-;-;1;1
"4.XVI.133021 protipraven odvzem prostosti - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";4;4;7;1;4;6;5;4;0;-;2;-;1;-;-;-;0;1;1;-;-;-;-;-;1;3;1;1;1;3;1;2;2;-;3;-;2;3;4;2;0;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;-;1;7;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;1;1;-;-;-;1;2;-;1;-;-;-;-;-;2;-;1;-;-;-;-;-;2;-;0;-;-;-;-;-;1;-
"4.XVI.133031 protipraven odvzem prostosti - od. 3 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";4;-;-;1;-;-;1;1;0;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;1;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-
"4.XVI.133040 protipraven odvzem prostosti - od. 4";"Odloèba tožilstva - SKUPAJ";-;-;1;-;2;1;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-
"4.XVI.134 ugrabitev";"Odloèba tožilstva - SKUPAJ";-;7;3;2;7;4;7;9;-;-;-;1;-;-;-;-;-;3;-;-;2;1;2;6;-;1;2;1;1;1;5;1;-;3;1;-;3;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;-;3;1;-;-;1;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
"4.XVI.134010 ugrabitev - od. 1";"Odloèba tožilstva - SKUPAJ";-;5;2;1;6;1;3;6;-;-;-;-;-;-;-;-;-;3;-;-;2;-;1;4;-;-;1;1;1;1;2;1;-;2;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
"4.XVI.134021 ugrabitev - od. 2 v zvezi z od. 1";"Odloèba tožilstva - SKUPAJ";-;2;1;1;1;3;4;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;-;-;3;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"4.XVI.134a zalezovanje";"Odloèba tožilstva - SKUPAJ";-;-;-;-;80;94;121;170;-;-;-;-;1;2;8;1;-;-;-;-;17;15;15;23;-;-;-;-;28;21;29;63;-;-;-;-;12;28;33;44;-;-;-;-;8;21;25;22;-;-;-;-;14;7;11;17;-;-;-;-;12;13;29;25;-;-;-;-;-;-;1;1;-;-;-;-;3;5;3;2;-;-;-;-;1;3;9;12;-;-;-;-;4;3;10;5;-;-;-;-;2;1;2;2;-;-;-;-;2;1;4;3
"4.XVI.134110 zalezovanje - od. 1";"Odloèba tožilstva - SKUPAJ";-;-;-;-;77;84;115;166;-;-;-;-;1;2;7;1;-;-;-;-;14;14;15;22;-;-;-;-;28;20;29;62;-;-;-;-;12;25;30;44;-;-;-;-;8;19;24;21;-;-;-;-;14;4;10;16;-;-;-;-;12;12;29;24;-;-;-;-;-;-;1;1;-;-;-;-;3;5;3;2;-;-;-;-;1;3;9;11;-;-;-;-;4;3;10;5;-;-;-;-;2;-;2;2;-;-;-;-;2;1;4;3
